provincia_nombre,casos,prop_masc,prop_joven,edad_media,anio,mes,region,cluster_territorial,perfil_dominante,lag1,lag2,lag3,roll3_mean,roll3_std,umbral_alerta,alerta
Buenos Aires,78,0.8333333333333334,0.2948717948717949,42.38461538461539,2020,12,Centro,1,0,115.0,79.0,49.0,81.0,33.04542328371661,106.2,0
Buenos Aires,85,0.7294117647058823,0.3411764705882353,43.11764705882353,2021,1,Centro,1,0,78.0,115.0,79.0,90.66666666666667,21.07921567168317,106.2,0
Buenos Aires,79,0.7468354430379747,0.3291139240506329,43.392405063291136,2021,2,Centro,1,0,85.0,78.0,115.0,92.66666666666667,19.65536398374076,106.2,0
Buenos Aires,107,0.794392523364486,0.3177570093457944,44.99065420560748,2021,3,Centro,1,0,79.0,85.0,78.0,80.66666666666667,3.7859388972001984,106.2,1
Buenos Aires,72,0.8611111111111112,0.2916666666666667,46.02777777777778,2021,4,Centro,1,0,107.0,79.0,85.0,90.33333333333333,14.742229591663994,106.2,0
Buenos Aires,72,0.7777777777777778,0.3472222222222222,40.40277777777778,2021,5,Centro,1,0,72.0,107.0,79.0,86.0,18.52025917745214,106.2,0
Buenos Aires,78,0.8589743589743589,0.3974358974358974,41.93589743589744,2021,6,Centro,1,0,72.0,72.0,107.0,83.66666666666667,20.20725942163691,106.2,0
Buenos Aires,82,0.8048780487804879,0.4268292682926829,37.30487804878049,2021,7,Centro,1,0,78.0,72.0,72.0,74.0,3.4641016151377544,106.2,0
Buenos Aires,99,0.7878787878787878,0.41414141414141414,42.707070707070706,2021,8,Centro,1,0,82.0,78.0,72.0,77.33333333333333,5.033222956847168,106.2,0
Buenos Aires,77,0.7922077922077922,0.42857142857142855,39.532467532467535,2021,9,Centro,1,0,99.0,82.0,78.0,86.33333333333333,11.15048578911849,106.2,0
Buenos Aires,63,0.8571428571428571,0.4603174603174603,37.714285714285715,2021,10,Centro,1,0,77.0,99.0,82.0,86.0,11.5325625946708,106.2,0
Buenos Aires,98,0.7551020408163265,0.40816326530612246,38.63265306122449,2021,11,Centro,1,0,63.0,77.0,99.0,79.66666666666667,18.147543451754938,106.2,0
Buenos Aires,100,0.83,0.41,39.55,2021,12,Centro,1,0,98.0,63.0,77.0,79.33333333333333,17.61628034896509,106.2,0
Buenos Aires,78,0.8461538461538461,0.34615384615384615,45.14102564102564,2022,1,Centro,1,0,100.0,98.0,63.0,87.0,20.80865204668482,106.2,0
Buenos Aires,94,0.851063829787234,0.3617021276595745,41.8936170212766,2022,2,Centro,1,0,78.0,100.0,98.0,92.0,12.165525060596451,106.2,0
Buenos Aires,94,0.7553191489361702,0.2553191489361702,44.3936170212766,2022,3,Centro,1,0,94.0,78.0,100.0,90.66666666666667,11.372481406154666,106.2,0
Buenos Aires,84,0.7380952380952381,0.3333333333333333,39.916666666666664,2022,4,Centro,1,0,94.0,94.0,78.0,88.66666666666667,9.237604307034028,106.2,0
Buenos Aires,77,0.7922077922077922,0.37662337662337664,40.96103896103896,2022,5,Centro,1,0,84.0,94.0,94.0,90.66666666666667,5.77350269189626,106.2,0
Buenos Aires,84,0.7142857142857143,0.34523809523809523,41.583333333333336,2022,6,Centro,1,0,77.0,84.0,94.0,85.0,8.544003745317532,106.2,0
Buenos Aires,65,0.7846153846153846,0.5230769230769231,35.07692307692308,2022,7,Centro,1,0,84.0,77.0,84.0,81.66666666666667,4.041451884327383,106.2,0
Buenos Aires,94,0.6595744680851063,0.3829787234042553,43.329787234042556,2022,8,Centro,1,0,65.0,84.0,77.0,75.33333333333333,9.60902353693305,106.2,0
Buenos Aires,104,0.8365384615384616,0.3076923076923077,45.07692307692308,2022,9,Centro,1,0,94.0,65.0,84.0,81.0,14.730919862656235,106.2,0
Buenos Aires,117,0.8376068376068376,0.39316239316239315,39.26495726495727,2022,10,Centro,1,0,104.0,94.0,65.0,87.66666666666667,20.25668613898466,106.2,1
Buenos Aires,109,0.7981651376146789,0.29357798165137616,40.027522935779814,2022,11,Centro,1,0,117.0,104.0,94.0,105.0,11.532562594670788,106.2,1
Buenos Aires,114,0.7894736842105263,0.3684210526315789,39.719298245614034,2022,12,Centro,1,0,109.0,117.0,104.0,110.0,6.557438524301988,106.2,1
Catamarca,2,1.0,0.5,54.5,2017,4,NOA,2,1,4.0,3.0,2.0,3.0,1.0,4.600000000000001,0
Catamarca,3,1.0,0.6666666666666666,35.333333333333336,2017,5,NOA,2,1,2.0,4.0,3.0,3.0,1.0,4.600000000000001,0
Catamarca,3,1.0,0.6666666666666666,45.333333333333336,2017,6,NOA,2,1,3.0,2.0,4.0,3.0,1.0,4.600000000000001,0
Catamarca,4,0.75,0.5,34.5,2017,7,NOA,2,1,3.0,3.0,2.0,2.6666666666666665,0.5773502691896258,4.600000000000001,0
Catamarca,3,0.6666666666666666,0.3333333333333333,38.666666666666664,2017,8,NOA,2,1,4.0,3.0,3.0,3.3333333333333335,0.5773502691896257,4.600000000000001,0
Catamarca,5,0.8,0.2,49.0,2017,9,NOA,2,1,3.0,4.0,3.0,3.3333333333333335,0.5773502691896257,4.600000000000001,1
Catamarca,2,0.5,0.5,34.5,2017,10,NOA,2,1,5.0,3.0,4.0,4.0,0.9999999999999999,4.600000000000001,0
Catamarca,3,0.6666666666666666,0.6666666666666666,37.0,2017,11,NOA,2,1,2.0,5.0,3.0,3.3333333333333335,1.5275252316519468,4.600000000000001,0
Catamarca,3,0.6666666666666666,0.6666666666666666,48.666666666666664,2017,12,NOA,2,1,3.0,2.0,5.0,3.3333333333333335,1.5275252316519468,4.600000000000001,0
Catamarca,3,0.6666666666666666,0.3333333333333333,33.666666666666664,2018,1,NOA,2,1,3.0,3.0,2.0,2.6666666666666665,0.5773502691896262,4.600000000000001,0
Catamarca,9,0.7777777777777778,0.5555555555555556,32.0,2018,2,NOA,2,1,3.0,3.0,3.0,3.0,0.0,4.600000000000001,1
Catamarca,5,0.8,0.6,25.0,2018,3,NOA,2,1,9.0,3.0,3.0,5.0,3.4641016151377544,4.600000000000001,1
Catamarca,7,0.2857142857142857,0.7142857142857143,39.857142857142854,2018,4,NOA,2,1,5.0,9.0,3.0,5.666666666666667,3.0550504633038935,4.600000000000001,1
Catamarca,2,0.0,0.5,42.0,2018,5,NOA,2,1,7.0,5.0,9.0,7.0,2.0,4.600000000000001,0
